Title_ID,Titles,Categories,Date_Added,Ratings,Description
tid2601,Jeff Dunham's Very Special Christmas Special,Movie,2019-03-15,TV-MA,"Politically incorrect, sometimes raunchy ventriloquist Jeff Dunham is joined by his irreverent cast of characters in this hilarious Christmas special."
tid2602,Late Life: The Chien-Ming Wang Story,Movie,2019-03-15,TV-14,Injuries sidelined the bright career of New York Yankees pitcher Chien-Ming Wang. This documentary captures his relentless battle back to the majors.
tid2603,Paskal,Movie,2019-03-15,TV-14,Naval unit PASKAL is among the most elite special forces in Malaysia. But all bets are off when one of its own stages a hijacking. Based on true events.
tid2604,A Love Story,Movie,2019-03-14,TV-14,"Self-made millionaire Ian thinks he's found happiness when he marries caring Joanna, but his love is put to the test when he meets stewardess Karyn."
tid2605,Barcelona: A Love Untold,Movie,2019-03-14,TV-14,"While pursuing a degree in Spain, an architecture student struggling with grief meets a fellow expatriate trying to flee a difficult family life."
tid2606,Everything About Her,Movie,2019-03-14,TV-MA,A hard-driving real estate tycoon who becomes ill with cancer hires a medical caretaker who helps her begin to mend fences with her estranged son.
tid2607,Finally Found Someone,Movie,2019-03-14,TV-14,"After a woman is very publicly left at the altar, the PR expert hired to fix the situation winds up falling in love with her."
tid2608,Seven Sundays,Movie,2019-03-14,TV-MA,"A dying father asks his busy and grown children to spend their Sundays with him, forcing his family to confront their issues before it's too late."
tid2609,Triple Frontier,Movie,2019-03-13,R,"Loyalties are tested when five former special forces operatives reunite to steal a drug lord's fortune, unleashing a chain of unintended consequences."
tid2610,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,Movie,2019-03-12,TV-MA,Nothing is off limits as Jimmy Carr serves up the most outrageous jokes from his stand-up career in a special that's not for the faint of heart.
tid2611,Hajwala 2: Mysterious Mission,Movie,2019-03-08,TV-14,"In this sequel, a group of expert drivers skilled in drifting and high-speed racing is recruited to perform obscure tasks for a shadowy gang."
tid2612,Juanita,Movie,2019-03-08,TV-MA,"Burdened by troubles in life and love, a mother of three grown children searches for hope and healing on an impromptu trip to Paper Moon, Montana."
tid2613,Lady J,Movie,2019-03-08,TV-MA,"When her romance with a lustful marquis takes an unwelcome turn, a wealthy widow concocts a scheme to get revenge – with help from a younger woman."
tid2614,Walk. Ride. Rodeo.,Movie,2019-03-08,TV-PG,"In the wake of an accident that leaves her paralyzed, a champion rodeo rider vows to get back on her horse and compete again. Based on a true story."
tid2615,Nappily Ever After,Movie,2019-03-07,TV-MA,"When a perfectionist ad exec experiences a romantic setback, she embarks on a journey of self-discovery that begins with a dramatic hair makeover."
tid2616,Sisterakas,Movie,2019-03-07,TV-14,"Two half siblings separated by family conflict cross paths as adults at a fashion agency – but one of them has a vendetta, unbeknownst to the other."
tid2617,Starting Over Again,Movie,2019-03-07,TV-14,"An architecture student and a history professor fall in love, pursue a dream, split up and bump into each other years later. Can there be a second chance?"
tid2618,That Thing Called Tadhana,Movie,2019-03-07,TV-MA,"A devastating breakup with her boyfriend may be the start of a new beginning for Mace, thanks to an adventurous and kind stranger named Anthony."
tid2619,The Love Affair,Movie,2019-03-07,TV-MA,"Feeling betrayed by their romantic partners' infidelity, Adrianne and Vince struggle to forgive while finding comfort with each other."
tid2620,The Hard Way,Movie,2019-03-05,TV-MA,"After learning his brother died on a mission in Romania, a former soldier teams up with two allies to hunt down a mysterious enemy and exact revenge."
tid2621,Everyday I Love You,Movie,2019-03-04,TV-14,"While patiently waiting for her boyfriend to come out of his coma, Audrey finds herself falling for the caring and successful Ethan."
tid2622,No Other Woman,Movie,2019-03-04,TV-MA,"A happily married man gives in to temptation when a wealthy client pursues him, setting off a torrid love triangle."
tid2623,River's Edge,Movie,2019-03-02,TV-MA,"High schooler Haruna befriends loner Yamada, then is drawn into the tangled relationship between him, a model and the girl who loves him unreasonably."
tid2624,Sarkar,Movie,2019-03-02,TV-MA,A ruthless businessman’s mission to expose electoral fraud brings him into a heated and dangerous political conflict with two corrupt ministers.
tid2625,Weapon of Choice,Movie,2019-03-02,TV-MA,"Speaking to retailers and owners of the Glock pistol, two filmmakers shed light on the politics of violence and its implications from Chicago to Kirkuk."
tid2626,"2,215",Movie,2019-03-01,TV-MA,"This intimate documentary follows rock star Artiwara Kongmalai on his historic, 2,215-kilometer charity run across Thailand in 2017."
tid2627,BNK48: Girls Don't Cry,Movie,2019-03-01,TV-14,"Members of the Thai idol girl group BNK48 open up about their experiences beyond the spotlight, their training and the nature of fame."
tid2628,Budapest,Movie,2019-03-01,TV-MA,"Two best friends put their careers and marriages on the line when they launch a business hosting outrageous, anything-goes bachelor parties in Hungary."
tid2629,Pants on Fire,Movie,2019-03-01,TV-G,Jealous girlfriends and aliens are just some of the things Jack lied about to become popular. Now the lies are coming to life and ruining everything.
tid2630,Paranormal Investigation,Movie,2019-03-01,TV-14,"When a young man becomes possessed after playing a Ouija game, a ghost hunter investigates the evil spirit dwelling within him."
tid2631,Radio Rebel,Movie,2019-03-01,TV-G,"Shy student Tara has a secret identity: She is smooth-talking Radio Rebel, a DJ who lends her voice to all kids, popular and unpopular alike."
tid2632,Sarvam Thaala Mayam (Tamil Version),Movie,2019-03-01,TV-14,"An aspiring musician battles age-old caste divides to be able to learn the art of a classical instrument from a traditionalist, veteran percussionist."
tid2633,The Boy Who Harnessed the Wind,Movie,2019-03-01,TV-PG,"Inspired by a science book, 13-year-old William Kamkwamba builds a wind turbine to save his Malawian village from famine. Based on a true story."
tid2634,The Last Runway,Movie,2019-03-01,TV-MA,An ex-colonel forms a special paramilitary group focused on combatting drug trafficking on the Paraguayan border.
tid2635,The Spiderwick Chronicles,Movie,2019-03-01,PG,"When city-raised twins move to a tumbledown country mansion, it's quite an adjustment – especially after they uncover a magical fantasy world."
tid2636,Your Son,Movie,2019-03-01,TV-MA,"After his son is brutally beaten outside a nightclub, a surgeon takes the law into his own hands and seeks vengeance against the perpetrators."
tid2637,Quién te cantará,Movie,2019-02-28,TV-MA,"When a near-drowning leaves a famous singer from the '90s with amnesia, she hires a karaoke singer who can imitate her to prep her for a comeback tour."
tid2638,A Second Chance,Movie,2019-02-27,TV-MA,"Following their storybook wedding, Popoy and Basha find married life – and starting a business together – more challenging than they ever imagined."
tid2639,Beauty and the Bestie,Movie,2019-02-27,TV-14,"Finding himself in a desperate situation, undercover agent Emman asks his former best friend, Erika, to join him on a dangerous mission."
tid2640,Bride For Rent,Movie,2019-02-27,TV-PG,"Rocco needs to hire a bride so he can access his trust fund. Rocky desperately needs a job. Their marriage starts out fake, but ends up as much more."
tid2641,Can't Help Falling in Love,Movie,2019-02-27,TV-14,"Gab is eager to tie the knot with her handsome boyfriend, but there's a problem, and it's a doozy: She's already married to a total stranger."
tid2642,Evening Shadows,Movie,2019-02-27,TV-PG,"When her son comes out to her as gay, a religious mother struggles to reconcile his truth with her own beliefs and their orthodox family values."
tid2643,Four Sisters and a Wedding,Movie,2019-02-27,TV-14,"Four sisters unite to stop their young brother's pending nuptials upon meeting his fiancée’s demanding family, revealing long-simmering family issues."
tid2644,It Takes a Man and a Woman,Movie,2019-02-27,TV-PG,"Laida and Miggy used to be in love, but now they're forced to work together in a professional capacity – and neither is completely over their past."
tid2645,My Ex & Whys,Movie,2019-02-27,TV-14,"Popular blogger Cali is hired for a marketing campaign alongside another viral sensation: her ex-boyfriend Gio, who's intent on winning her back."
tid2646,She's Dating the Gangster,Movie,2019-02-27,TV-14,"To make another woman jealous, a campus heartthrob asks a fellow student to be his pretend girlfriend, but fate has other plans for the fake couple."
tid2647,The Breakup Playlist,Movie,2019-02-27,TV-MA,A rock musician and a law student whose true passion is music fall in love and pursue a romance that complicates both of their blossoming careers.
tid2648,The Mistress,Movie,2019-02-27,TV-MA,The mistress of a wealthy businessman is torn between her loyalty to him and her love for a young architect connected to her in unexpected ways.
tid2649,Zach Galifianakis: Live at the Purple Onion,Movie,2019-02-26,TV-MA,"The unorthodox, piano-playing stand-up star Zach Galifianakis makes a splash on the scene and serves up a healthy dose of his signature wit."
tid2650,Life of An Outcast,Movie,2019-02-25,TV-PG,"When authorities jail his son for rejecting religious bias, a poor father’s struggle to bail him out highlights rural India’s enduring casteism."
tid2651,The Photographer Of Mauthausen,Movie,2019-02-23,TV-MA,A Catalán prisoner at a Nazi concentration camp uses his office job to steal photo negatives of the atrocities committed there. Based on true events.
tid2652,Bert Kreischer: The Machine,Movie,2019-02-22,TV-MA,"From his run-in with a grizzly bear to partying with the Russian mafia, the shirtless comic returns with laugh-out-loud tales in this stand-up special."
tid2653,Firebrand,Movie,2019-02-22,TV-MA,"While she successfully advocates for her female clients in difficult divorce cases, a lawyer’s trauma from sexual assault impacts her own marriage."
tid2654,Paddleton,Movie,2019-02-22,TV-MA,"After he's diagnosed with terminal cancer, middle-aged Michael asks his neighbor friend Andy to help him end his life before the disease does."
tid2655,Paris Is Us,Movie,2019-02-22,TV-MA,"Amid a turbulent romance and rising tensions in Paris, a young woman finds herself caught in a dizzying spiral of dreams, memories and what-ifs."
tid2656,Shonar Pahar,Movie,2019-02-22,TV-PG,An older woman's unique friendship with a young boy inspires her to examine the strained relationship she shares with her married son.
tid2657,The Drug King,Movie,2019-02-21,TV-MA,A petty smuggler from Busan dives headfirst into illicit drug trafficking in the 1970s and rises to become king of narcotics exports to Japan.
tid2658,Kevin James: Sweat the Small Stuff,Movie,2019-02-20,TV-PG,The film and television star riffs on life's many royal pains in this hourlong special taped at New York City's Hudson Theatre in 2001.
tid2659,Transformer,Movie,2019-02-20,TV-MA,Powerlifter Matt Kroczaleski faced his greatest challenge when he came out as transgender. This documentary captures his transition into a woman.
tid2660,Genius,Movie,2019-02-17,TV-14,Extreme pressure from his father to excel at school during childhood has dangerous psychological effects on a brilliant but suicidal man’s adult life.
tid2661,Black Sea,Movie,2019-02-16,R,"A hard-driving submarine captain is hired to steal gold from a sunken Nazi sub, but there's no honor among thieves during this underwater heist."
tid2662,Studio 54,Movie,2019-02-16,TV-MA,This documentary follows the rapid rise and fall of the Manhattan discotheque and the glittery debauchery that attracted the city's eccentric and elite.
tid2663,Awe,Movie,2019-02-15,TV-MA,"Disparate characters, including an aspiring time traveler, a phony chef, a drug-addicted waitress and several others, share a surprising connection."
tid2664,Ayana,Movie,2019-02-15,TV-MA,"With his carefree bachelor days behind him, a young entrepreneur’s ambitions for adulthood come with some painful personal and professional decisions."
tid2665,Behind the Curve,Movie,2019-02-15,TV-14,"Meet the growing, worldwide community of theorists who defend the belief that the Earth is flat while living in a society who vehemently rejects it."
tid2666,Buddies,Movie,2019-02-15,TV-MA,"Inspired by the movie ""Thelma & Louise,"" three young people with Down syndrome leave the institution where they live to take a road trip together."
tid2667,Candyflip,Movie,2019-02-15,TV-MA,"On the incandescent shores of Goa, a young man tumbles down a mind-bending – and soon dangerous – series of trips after taking hallucinatory drugs."
tid2668,Chameli,Movie,2019-02-15,TV-14,"While taking shelter from a Mumbai monsoon, an investment banker forms an unlikely connection with a naïve prostitute over the course of the night."
tid2669,Fatso,Movie,2019-02-15,TV-14,"Killed too soon due to a clerical error in heaven, a man is sent back to earth with a new lease on life, this time in the body of his portly friend."
tid2670,Hjørdis,TV Show,2019-02-15,TV-MA,"This miniseries spinoff of ""Rita"" follows teacher Hjørdis as she plans a school play on bullying featuring a cast of socially awkward students."
tid2671,Neevevaro,Movie,2019-02-15,TV-14,"When a blind chef’s girlfriend goes missing, his unnerving search for her leads him to find there's more to her disappearance than what meets the eye."
tid2672,Pyaar Ke Side Effects,Movie,2019-02-15,TV-MA,"A commitment-phobe agrees to marry his girlfriend, setting in motion a series of hilarious mishaps that has him questioning what he got himself into."
tid2673,Sur: The Melody of Life,Movie,2019-02-15,TV-14,"A renowned music teacher mentors a promising young singer, but when her fame begins to overshadow his own, he lets jealousy and competition take over."
tid2674,The Breaker Upperers,Movie,2019-02-15,TV-MA,"For the right price, BFFs Jen and Mel will ruthlessly end any romance. But when one of them grows a conscience, their friendship begins to unravel."
tid2675,Ugly Aur Pagli,Movie,2019-02-15,TV-14,"Everyday guy Kabir is thrown for a loop when he meets Kuhu, a freewheeling party girl. Now, he's a changed man, dancing, running half-naked through the streets and donning ladies' shoes at her whim."
tid2676,Yucatán,Movie,2019-02-15,TV-MA,Competing con artists attempt to creatively and ruthlessly swindle a fatherly lottery winner while on a lively cruise from Spain to Mexico.
tid2677,"Ken Jeong: You Complete Me, Ho",Movie,2019-02-14,TV-MA,"In his first-ever stand-up special, Ken Jeong pays tribute to his wife and shares stories about Hollywood and how ""The Hangover"" saved his life."
tid2678,Period. End of Sentence.,Movie,2019-02-12,TV-PG,"In rural India, where the stigma of menstruation persists, women make low-cost sanitary pads on a new machine and stride toward financial independence."
tid2679,High Flying Bird,Movie,2019-02-08,TV-MA,"When an NBA lockout sidelines his big rookie client, an agent hatches a bold plan to save their careers – and disrupt the league's power structure."
tid2680,Kevin Hart's Guide to Black History,Movie,2019-02-08,TV-PG,Kevin Hart highlights the fascinating contributions of black history’s unsung heroes in this entertaining – and educational – comedy special.
tid2681,ReMastered: The Two Killings of Sam Cooke,Movie,2019-02-08,TV-MA,"While Sam Cooke rose to stardom as a soul singer, his outspoken views on civil rights drew attention that may have contributed to his death at age 33."
tid2682,The Tree of Blood,Movie,2019-02-08,TV-MA,"As a young couple write the story of their families' shared history, both reveal their relatives' dark secrets and one must make a painful confession."
tid2683,"Ray Romano: Right Here, Around the Corner",Movie,2019-02-05,TV-MA,"Ray Romano cut his stand-up teeth at the Comedy Cellar in New York. Now, in his first comedy special in 23 years, he returns to where it all began."
tid2684,Await Further Instructions,Movie,2019-02-02,TV-MA,"A family’s tense reunion turns terrifying when they get trapped in their home by an unknown force, and sinister commands begin appearing on their TV."
tid2685,Manusangada,Movie,2019-02-02,TV-14,"When caste discrimination prevents a villager from giving his deceased father a rightful burial, he takes his fight for equality to court."
tid2686,14 Minutes from Earth,Movie,2019-02-01,TV-MA,A Google executive boldly attempts a death-defying mission to travel to space and free-fall back to Earth without a rocket.
tid2687,Dear Ex,Movie,2019-02-01,TV-MA,"A teen navigates a bitter feud between his willful mom and a free-spirited man, who's the lover and insurance beneficiary of his recently deceased dad."
tid2688,Lego DC Comics: Batman Be-Leaguered,Movie,2019-02-01,TV-Y7,"When Superman and the other Justice League superheroes start disappearing, it's up to Batman to unravel the caper and save the day."
tid2689,LEGO Marvel Super Heroes: Black Panther,Movie,2019-02-01,TV-Y7,"When Thanos joins forces with villains Killmonger and Klaue to destroy Earth, Black Panther rushes to stop them from stealing Wakanda's vibranium."
tid2690,Velvet Buzzsaw,Movie,2019-02-01,R,"A feared critic, an icy gallery owner and an ambitious assistant snap up a recently deceased artist's stash of paintings – with dire consequences."
tid2691,Hantu Kak Limah,Movie,2019-01-31,TV-PG,"When Kak Limah turns up dead shortly after her marriage to a much younger man, her pesky ghost haunts the villagers, who can't seem to get rid of her."
tid2692,Love Off the Cuff,Movie,2019-01-31,TV-MA,Cherie and Jimmy's relationship is in a rut – until Cherie's estranged father shows up and a woman from Jimmy's past shows up with a hidden agenda.
tid2693,Maharaja: The Story of Ranjit Singh,Movie,2019-01-30,TV-14,"The tale of legendary warrior king Ranjit Singh, and his rise to establishing Punjab’s Sikh empire, comes to life in this animated feature."
tid2694,Virsa,Movie,2019-01-30,TV-14,A man is disheartened when he visits his well-to-do son and grandkids in Australia and sees they have detached from their traditional Indian morals.
tid2695,Bhasmasur,Movie,2019-01-29,TV-14,"In this heart-wrenching coming-of-age story, a young boy embarks on an arduous trek with his debt-ridden father to sell their beloved family donkey."
tid2696,"Gabriel ""Fluffy"" Iglesias: One Show Fits All",Movie,2019-01-29,TV-14,"Gabriel ""Fluffy"" Iglesias discusses his teenage son and encounters with Snoop Dogg, Chris Rock and Vicente Fernández in this stand-up special for 2019."
tid2697,High Society,Movie,2019-01-29,TV-MA,"A deputy curator of a chaebol-funded art gallery and her husband, a politically ambitious economics professor, will do anything to join the über-elite."
tid2698,Up Among  The Stars,Movie,2019-01-29,TV-MA,"A grieving filmmaker struggling to keep custody of his young son after his wife's death uses magical, imaginary stories to maintain their bond."
tid2699,Alt-Right: Age of Rage,Movie,2019-01-28,TV-MA,This documentary follows a white power leader and an Antifa activist leading up to the Charlottesville riots in the first year of Trump's presidency.
tid2700,Habibie & Ainun,Movie,2019-01-28,TV-14,"This companion to 2016's ""Rudy Habibie"" traces the relationship between Indonesia’s third president and his wife behind the scenes of their public lives."
tid2701,Nathicharami,Movie,2019-01-28,TV-MA,"Reeling from the loss of her husband, a widow struggles to fulfill her physical and emotional desires despite social taboos around female sexuality."
tid2702,Rudy Habibie,Movie,2019-01-28,TV-14,"A biopic that explores the hardships and triumphs of the early life of B. J. Habibie, a transformative president of Indonesia."
tid2703,Surga Yang Tak Dirindukan,Movie,2019-01-28,TV-14,"After saving an unwed expectant mother who's injured in a car accident, a happily married man takes her as his second wife – without telling his first."
tid2704,Surga Yang Tak Dirindukan 2,Movie,2019-01-28,TV-14,"In this sequel to the award-winning 2015 film, Pras, Arini and Meirose face new challenges that could change the dynamic of their unique love triangle."
tid2705,Goyo: The Boy General,Movie,2019-01-26,TV-MA,"Brash ladies' man Gregorio ""Goyo"" del Pilar rises to become one of the Philippines' youngest generals in this historical epic sequel to ""Heneral Luna."""
tid2706,Animas,Movie,2019-01-25,TV-MA,A teen's eerie visions become increasingly frequent and terrifying after her longtime friend gets a girlfriend and his abusive dad is strangely killed.
tid2707,Mi Obra Maestra,Movie,2019-01-25,TV-MA,"A sly art dealer tries to revive the career of his longtime pal, a surly painter, with a risky plan that tests their morals and friendship."
tid2708,Just Love,Movie,2019-01-24,TV-MA,"Inspired by his love affair with a conservative lawyer, the lead singer of a struggling garage band pens a hit song that propels him to fame."
tid2709,Innocent,TV Show,2019-01-23,TV-MA,"In a peaceful, rustic town, a retired officer and his family are mired in a murder mystery riddled with shocking, buried secrets."
tid2710,FYRE: The Greatest Party That Never Happened,Movie,2019-01-18,TV-MA,"The Fyre Festival was billed as a luxury music experience on a posh private island, but it failed spectacularly in the hands of a cocky entrepreneur."
tid2711,IO,Movie,2019-01-18,TV-14,"As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet."
tid2712,Old Lord Savanna,Movie,2019-01-18,TV-14,This documentary captures the environmental and societal impact of Brazil's Cerrado savanna suffering from severe deforestation.
tid2713,Patria,Movie,2019-01-18,TV-MA,"Paco Ignacio Taibo II brings his book trilogy to life, highlighting Mexico's history in 1854-1867, a period he considers foundational to the country."
tid2714,Soni,Movie,2019-01-18,TV-MA,"While fighting crimes against women in Delhi, a short-fused policewoman and her level-headed female boss grapple with gender issues in their own lives."
tid2715,Abducted in Plain Sight,Movie,2019-01-15,TV-14,"In this true crime documentary, a family falls prey to the manipulative charms of a neighbor, who abducts their adolescent daughter. Twice."
tid2716,"Abdullah, The Final Witness",Movie,2019-01-15,TV-14,"Inspired by real events, this drama follows a trucker jailed after driving five ill-fated travelers across Quetta, and the officer taking on his case."
tid2717,Echcharikkai,Movie,2019-01-15,TV-14,"After kidnapping a millionaire’s daughter, two men get swept up in a power struggle as her father enlists a brilliant cop to hunt them down."
tid2718,Pandigai,Movie,2019-01-15,TV-MA,"Looking for a way out of his impoverished life, a lowly hotel waiter joins an underground fight club. Then he needs a way out of that."
tid2719,Pari,Movie,2019-01-15,TV-14,"When their daughter exhibits strange behavior after moving into their new home, a couple must come to terms with who she really is."
tid2720,Revenger,Movie,2019-01-15,TV-MA,"Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals."
tid2721,Sebastian Maniscalco: Stay Hungry,Movie,2019-01-15,TV-MA,"Sebastian Maniscalco brings an acerbically unique approach to peacocks on planes, life hacks, rich in-laws and life's annoyances in this comedy special."
tid2722,The Doll,Movie,2019-01-15,TV-MA,"Eerie things begin to happen after a man gives his wife a doll, unaware it once belonged to a girl who was murdered. The first of the ""Doll"" films."
tid2723,The Doll 2,Movie,2019-01-15,TV-MA,"A mother uses her deceased daughter’s doll as a medium to communicate with her, but the consequences are chilling. The second of the “Doll” films."
tid2724,Baazaar,Movie,2019-01-13,TV-MA,"A wide-eyed graduate learns the ugly side of ambition when he joins in the dubious business practices of his idol, a ruthless Mumbai stock tycoon."
tid2725,All of You,Movie,2019-01-11,TV-MA,"Two strangers meet on a dating app and experience instant chemistry, but their relationship unravels as jarring differences catch up to them."
tid2726,ReMastered: Massacre at the Stadium,Movie,2019-01-11,TV-MA,"The shocking murder of singer Victor Jara in 1973 turned him into a powerful symbol of Chile's struggle. Decades later, a quest for justice unfolds."
tid2727,Solo,Movie,2019-01-11,TV-MA,"In a remote area of the Canary Islands, a surfer falls off a cliff. Fighting to survive, he reflects on his life and past romance. Based on true events."
tid2728,The Last Laugh,Movie,2019-01-11,TV-MA,"After moving to a retirement home, restless talent manager Al reconnects with long-ago client Buddy and coaxes him back out on the comedy circuit."
tid2729,GODZILLA The Planet Eater,Movie,2019-01-09,TV-PG,"With the earth alliance weakened, Haruo weighs siding with the Exif, whose death cult is summoning a monster that can destroy the world."
tid2730,Next Enti?,Movie,2019-01-09,TV-14,"Clashing views on intimacy lead a couple to go their separate ways to reflect on commitment and companionship, before suddenly crossing paths again."
tid2731,Komola Rocket,Movie,2019-01-07,TV-14,"As the lives of rich and poor passengers aboard a steamship unfold, buried secrets, lustful affairs and selfish desires are exposed."
tid2732,Nang Nak,Movie,2019-01-05,TV-MA,"In this adaptation of a Thai folk tale, a man returns from war to his family, unaware of a sad secret about what happened to them while he was away."
tid2733,And Breathe Normally,Movie,2019-01-04,TV-14,An Icelandic single mom struggling with poverty and a Guinea-Bissauan asylum seeker facing deportation find their lives intertwined in unexpected ways.
tid2734,El Potro: Unstoppable,Movie,2019-01-04,TV-MA,"Argentine cuarteto singer Rodrigo ""El Potro"" Bueno rises to fame amid personal struggles in this dramatization of the charismatic superstar's life."
tid2735,Lionheart,Movie,2019-01-04,TV-PG,"When her father falls ill, Adaeze steps up to run the family business – alongside her uncle – and prove herself in a male-dominated world."
tid2736,Monty Python and the Holy Grail,Movie,2019-01-02,PG,The Monty Python comedy clan skewers King Arthur and his Knights of the Round Table as they quest far and wide for the Holy Grail.
tid2737,Back to the 90s,Movie,2019-01-01,TV-14,"When a teenager is transported back to his parents’ high school days, he has the chance to alter the events that led to their unhappy marriage."
tid2738,Merku Thodarchi Malai,Movie,2019-01-01,TV-MA,"In southern India, a laborer's dreams of owning a piece of land to farm is complicated by political corruption."
tid2739,Moshe Kasher: Live in Oakland,Movie,2019-01-01,TV-MA,Comic Moshe Kasher returns to his home turf of Oakland for this stand-up special that has him sharing uproarious stories about the people he's met.
tid2740,Pokémon the Movie: I Choose You!,Movie,2019-01-01,TV-Y7,"When Ash tries to pick his first Pokémon on his birthday, he ends up with a stubborn Pikachu and they embark on a journey to find the legendary Ho-Oh."
tid2741,Puriyatha Puthir,Movie,2019-01-01,TV-MA,An aspiring music director begins to receive voyeuristic footage of his girlfriend from her apparent stalker as tragedy strikes those around him.
tid2742,Taramani,Movie,2019-01-01,TV-MA,"A traditional man and an independent woman share a connection, but they must learn to navigate their vastly different experiences and expectations."
tid2743,Whitney Cummings: Money Shot,Movie,2019-01-01,TV-MA,"Comedy Central roast veteran Whitney Cummings gets the stage to herself in this debut special, which finds her riffing on a wide range of topics."
tid2744,Bill Hicks: One Night Stand,Movie,2018-12-31,TV-MA,"Bill Hicks remembers a wild night in 1989 and offers his views on puffing cigarettes, smoking weed, drinking, sex, commercials and music."
tid2745,Bill Hicks: Relentless,Movie,2018-12-31,TV-MA,"In one of his most iconic performances, late comedian Bill Hicks demonstrates what made him such a singular talent and a force to be reckoned with."
tid2746,Bill Hicks: Revelations,Movie,2018-12-31,TV-MA,"In his final recorded special, the iconoclastic comedian channels Goat Boy and tackles provocative topics like British porn, pot and the priesthood."
tid2747,Bill Hicks: Sane Man,Movie,2018-12-31,TV-MA,"Filmed in 1989 at a turning point in comedian Bill Hicks's career, this rare onstage performance captures him spouting off on a variety of topics."
tid2748,Gina Yashere: Laughing to America,Movie,2018-12-31,TV-MA,"British comic Gina Yashere takes the stage in San Francisco, where she shares her thoughts on everything from toilet ninjas to her troublesome name."
tid2749,Mexicanos de Bronce,Movie,2018-12-31,TV-MA,"When street vices keep them coming back, three prisoners make sense of their lives in a penitentiary – and beyond it – through rap."
tid2750,Sam Kinison: Breaking the Rules,Movie,2018-12-31,TV-MA,"The one-time preacher shakes and shudders as he tears into subjects including sex, marriage, religion, drugs and famine in this HBO special."
tid2751,Sam Kinison: Family Entertainment Hour,Movie,2018-12-31,TV-MA,"Comic Sam Kinison lets it rip with this performance at L.A.'s Wiltern theatre, skewering every segment of modern society from religion to television."
tid2752,Sam Kinison: Live in Vegas,Movie,2018-12-31,TV-MA,Standup legend Sam Kinison is at his screaming best as he storms the stage in Sin City to get a few things off his chest.
tid2753,Taylor Swift reputation Stadium Tour,Movie,2018-12-31,TV-PG,"Taylor Swift takes the stage in Dallas for the reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic."
tid2754,The Seven Deadly Sins the Movie: Prisoners of the Sky,Movie,2018-12-31,TV-14,"The Seven Deadly Sins aid the Sky People against a powerful group of demons hellbent on resurrecting a demonic beast sealed over 3,000 years ago."
tid2755,Tim Allen: Men Are Pigs,Movie,2018-12-31,TV-MA,"Standup comedian Tim Allen delivers a set dedicated to ""men stuff"" like lawn care, power tools and why he grunts like an animal."
tid2756,Tim Minchin And The Heritage Orchestra Live,Movie,2018-12-31,TV-MA,"Flanked by a full orchestra, Tim Minchin takes the Royal Albert Hall by storm with a wonderfully witty evening of satirical musical comedy."
tid2757,Tim Minchin: So F**king Rock,Movie,2018-12-31,TV-MA,Comedic pianist Tim Minchin performs a host of his catchy songs that touch on everything from the Middle East to the healing power of canvas bags.
tid2758,Todd Glass: Stand-Up Special,Movie,2018-12-31,TV-MA,"Standup comedian Todd Glass gets right down to it, with sly observations on accepting directions, denying compliments and being afraid of the dark."
tid2759,Tom Papa Live in New York City,Movie,2018-12-31,TV-14,"Comedian Tom Papa riffs on the trials of married life, fatherhood in the 21st century, domestic pets and more in his stand-up show."
tid2760,A Twelve Year Night,Movie,2018-12-28,TV-MA,Future Uruguayan president José Mujica and his fellow Tupamaro political prisoners fight to survive 12 years of solitary confinement and torture.
tid2761,Life Ki Toh Lag Gayi,Movie,2018-12-28,TV-MA,"A vengeful son, a cop on a mission, a wannabe actress and a jilted lover find their lives intermingling in unexpected ways over 24 hours in Mumbai."
tid2762,The Birth Reborn 3,Movie,2018-12-28,TV-14,"This intimate look at a São Paulo birth center features interviews with mothers, activists, doctors and midwives. Third in a series of films."
tid2763,When Angels Sleep,Movie,2018-12-28,TV-MA,"After a businessman falls asleep at the wheel and hits a woman with his car, his interactions with her scared friend unleash a string of dark events."
tid2764,Watership Down,TV Show,2018-12-23,TV-PG,A warren of rabbits battles many threats on their daring journey to find a new home in this adaptation of the classic novel by Richard Adams.
tid2765,Bad Seeds,Movie,2018-12-21,TV-MA,"Troubled by his past, a scam artist who runs a petty racket with his adoptive mom finds redemption while mentoring a group of difficult students."
tid2766,Bird Box,Movie,2018-12-21,R,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety."
tid2767,Struggle: The Life and Lost Art of Szukalski,Movie,2018-12-21,TV-MA,"Artists in LA discover the work of forgotten Polish sculptor Stanislav Szukalski, a mad genius whose true story unfolds chapter by astounding chapter."
tid2768,23:59,Movie,2018-12-20,R,"When an army recruit is found dead, his fellow soldiers are forced to confront a terrifying secret that's haunting their jungle island training camp."
tid2769,Aggretsuko: We Wish You a Metal Christmas,Movie,2018-12-20,TV-PG,"While Retsuko desperately makes plans for Christmas Eve, her new obsession with seeking validation through social media spirals out of control."
